pi,s,R,A,D,C,B,Phat,WI
0.600,0.500,0.148,0.100,0.000,0.103,0.033,0.51799,0.02788
0.600,0.500,0.148,0.100,0.000,0.103,0.038,0.51940,0.03007
0.600,0.500,0.148,0.100,0.000,0.103,0.044,0.52081,0.03226
0.600,0.500,0.148,0.100,0.000,0.103,0.049,0.52221,0.03444
0.600,0.500,0.148,0.100,0.000,0.103,0.054,0.52361,0.03663
0.600,0.500,0.148,0.100,0.000,0.103,0.059,0.52502,0.03881
0.600,0.500,0.148,0.100,0.000,0.103,0.064,0.52642,0.04100
0.600,0.500,0.148,0.100,0.000,0.103,0.069,0.52782,0.04318
0.600,0.500,0.148,0.100,0.000,0.103,0.074,0.52922,0.04537
0.600,0.500,0.148,0.100,0.000,0.103,0.079,0.53062,0.04755
0.600,0.500,0.148,0.100,0.000,0.103,0.085,0.53202,0.04974
0.600,0.500,0.148,0.100,0.000,0.103,0.090,0.53341,0.05192
0.600,0.500,0.148,0.100,0.000,0.103,0.095,0.53481,0.05411
0.600,0.500,0.148,0.100,0.000,0.103,0.100,0.53620,0.05629
0.600,0.500,0.148,0.100,0.000,0.108,-0.100,0.48006,-0.03112
0.600,0.500,0.148,0.100,0.000,0.108,-0.095,0.48146,-0.02893
0.600,0.500,0.148,0.100,0.000,0.108,-0.090,0.48286,-0.02675
0.600,0.500,0.148,0.100,0.000,0.108,-0.085,0.48426,-0.02456
0.600,0.500,0.148,0.100,0.000,0.108,-0.079,0.48565,-0.02238
0.600,0.500,0.148,0.100,0.000,0.108,-0.074,0.48705,-0.02019
0.600,0.500,0.148,0.100,0.000,0.108,-0.069,0.48846,-0.01801
0.600,0.500,0.148,0.100,0.000,0.108,-0.064,0.48986,-0.01582
0.600,0.500,0.148,0.100,0.000,0.108,-0.059,0.49126,-0.01364
0.600,0.500,0.148,0.100,0.000,0.108,-0.054,0.49266,-0.01145
0.600,0.500,0.148,0.100,0.000,0.108,-0.049,0.49406,-0.00927
0.600,0.500,0.148,0.100,0.000,0.108,-0.044,0.49546,-0.00708
0.600,0.500,0.148,0.100,0.000,0.108,-0.038,0.49686,-0.00490
0.600,0.500,0.148,0.100,0.000,0.108,-0.033,0.49826,-0.00271
0.600,0.500,0.148,0.100,0.000,0.108,-0.028,0.49966,-0.00052
0.600,0.500,0.148,0.100,0.000,0.108,-0.023,0.50106,0.00166
0.600,0.500,0.148,0.100,0.000,0.108,-0.018,0.50247,0.00385
0.600,0.500,0.148,0.100,0.000,0.108,-0.013,0.50387,0.00603
0.600,0.500,0.148,0.100,0.000,0.108,-0.008,0.50527,0.00822
0.600,0.500,0.148,0.100,0.000,0.108,-0.003,0.50667,0.01040
0.600,0.500,0.148,0.100,0.000,0.108,0.003,0.50807,0.01259
0.600,0.500,0.148,0.100,0.000,0.108,0.008,0.50947,0.01477
0.600,0.500,0.148,0.100,0.000,0.108,0.013,0.51086,0.01696
0.600,0.500,0.148,0.100,0.000,0.108,0.018,0.51226,0.01914
0.600,0.500,0.148,0.100,0.000,0.108,0.023,0.51366,0.02133
0.600,0.500,0.148,0.100,0.000,0.108,0.028,0.51506,0.02351
0.600,0.500,0.148,0.100,0.000,0.108,0.033,0.51645,0.02570
0.600,0.500,0.148,0.100,0.000,0.108,0.038,0.51785,0.02788
0.600,0.500,0.148,0.100,0.000,0.108,0.044,0.51924,0.03007
0.600,0.500,0.148,0.100,0.000,0.108,0.049,0.52064,0.03226
0.600,0.500,0.148,0.100,0.000,0.108,0.054,0.52203,0.03444
0.600,0.500,0.148,0.100,0.000,0.108,0.059,0.52342,0.03663
0.600,0.500,0.148,0.100,0.000,0.108,0.064,0.52481,0.03881
0.600,0.500,0.148,0.100,0.000,0.108,0.069,0.52620,0.04100
0.600,0.500,0.148,0.100,0.000,0.108,0.074,0.52759,0.04318
0.600,0.500,0.148,0.100,0.000,0.108,0.079,0.52898,0.04537
0.600,0.500,0.148,0.100,0.000,0.108,0.085,0.53037,0.04755
0.600,0.500,0.148,0.100,0.000,0.108,0.090,0.53175,0.04974
0.600,0.500,0.148,0.100,0.000,0.108,0.095,0.53314,0.05192
0.600,0.500,0.148,0.100,0.000,0.108,0.100,0.53452,0.05411
0.600,0.500,0.148,0.100,0.000,0.113,-0.100,0.47882,-0.03330
0.600,0.500,0.148,0.100,0.000,0.113,-0.095,0.48021,-0.03112
0.600,0.500,0.148,0.100,0.000,0.113,-0.090,0.48160,-0.02893
0.600,0.500,0.148,0.100,0.000,0.113,-0.085,0.48299,-0.02675
0.600,0.500,0.148,0.100,0.000,0.113,-0.079,0.48437,-0.02456
0.600,0.500,0.148,0.100,0.000,0.113,-0.074,0.48576,-0.02238
0.600,0.500,0.148,0.100,0.000,0.113,-0.069,0.48715,-0.02019
0.600,0.500,0.148,0.100,0.000,0.113,-0.064,0.48854,-0.01801
0.600,0.500,0.148,0.100,0.000,0.113,-0.059,0.48993,-0.01582
0.600,0.500,0.148,0.100,0.000,0.113,-0.054,0.49132,-0.01364
0.600,0.500,0.148,0.100,0.000,0.113,-0.049,0.49271,-0.01145
0.600,0.500,0.148,0.100,0.000,0.113,-0.044,0.49410,-0.00927
0.600,0.500,0.148,0.100,0.000,0.113,-0.038,0.49550,-0.00708
0.600,0.500,0.148,0.100,0.000,0.113,-0.033,0.49689,-0.00490
0.600,0.500,0.148,0.100,0.000,0.113,-0.028,0.49828,-0.00271
0.600,0.500,0.148,0.100,0.000,0.113,-0.023,0.49967,-0.00052
0.600,0.500,0.148,0.100,0.000,0.113,-0.018,0.50106,0.00166
0.600,0.500,0.148,0.100,0.000,0.113,-0.013,0.50245,0.00385
0.600,0.500,0.148,0.100,0.000,0.113,-0.008,0.50384,0.00603
0.600,0.500,0.148,0.100,0.000,0.113,-0.003,0.50523,0.00822
0.600,0.500,0.148,0.100,0.000,0.113,0.003,0.50661,0.01040
0.600,0.500,0.148,0.100,0.000,0.113,0.008,0.50800,0.01259
0.600,0.500,0.148,0.100,0.000,0.113,0.013,0.50939,0.01477
0.600,0.500,0.148,0.100,0.000,0.113,0.018,0.51078,0.01696
0.600,0.500,0.148,0.100,0.000,0.113,0.023,0.51217,0.01914
0.600,0.500,0.148,0.100,0.000,0.113,0.028,0.51355,0.02133
0.600,0.500,0.148,0.100,0.000,0.113,0.033,0.51494,0.02351
0.600,0.500,0.148,0.100,0.000,0.113,0.038,0.51632,0.02570
0.600,0.500,0.148,0.100,0.000,0.113,0.044,0.51771,0.02788
0.600,0.500,0.148,0.100,0.000,0.113,0.049,0.51909,0.03007
0.600,0.500,0.148,0.100,0.000,0.113,0.054,0.52047,0.03226
0.600,0.500,0.148,0.100,0.000,0.113,0.059,0.52185,0.03444
0.600,0.500,0.148,0.100,0.000,0.113,0.064,0.52323,0.03663
0.600,0.500,0.148,0.100,0.000,0.113,0.069,0.52461,0.03881
0.600,0.500,0.148,0.100,0.000,0.113,0.074,0.52599,0.04100
0.600,0.500,0.148,0.100,0.000,0.113,0.079,0.52737,0.04318
0.600,0.500,0.148,0.100,0.000,0.113,0.085,0.52874,0.04537
0.600,0.500,0.148,0.100,0.000,0.113,0.090,0.53012,0.04755
0.600,0.500,0.148,0.100,0.000,0.113,0.095,0.53149,0.04974
0.600,0.500,0.148,0.100,0.000,0.113,0.100,0.53287,0.05192
0.600,0.500,0.148,0.100,0.000,0.118,-0.100,0.47760,-0.03549
0.600,0.500,0.148,0.100,0.000,0.118,-0.095,0.47898,-0.03330
0.600,0.500,0.148,0.100,0.000,0.118,-0.090,0.48036,-0.03112
0.600,0.500,0.148,0.100,0.000,0.118,-0.085,0.48174,-0.02893
0.600,0.500,0.148,0.100,0.000,0.118,-0.079,0.48311,-0.02675
0.600,0.500,0.148,0.100,0.000,0.118,-0.074,0.48449,-0.02456
0.600,0.500,0.148,0.100,0.000,0.118,-0.069,0.48587,-0.02238
0.600,0.500,0.148,0.100,0.000,0.118,-0.064,0.48725,-0.02019
0.600,0.500,0.148,0.100,0.000,0.118,-0.059,0.48863,-0.01801
0.600,0.500,0.148,0.100,0.000,0.118,-0.054,0.49001,-0.01582
0.600,0.500,0.148,0.100,0.000,0.118,-0.049,0.49139,-0.01364
0.600,0.500,0.148,0.100,0.000,0.118,-0.044,0.49277,-0.01145
0.600,0.500,0.148,0.100,0.000,0.118,-0.038,0.49415,-0.00927
0.600,0.500,0.148,0.100,0.000,0.118,-0.033,0.49553,-0.00708
0.600,0.500,0.148,0.100,0.000,0.118,-0.028,0.49691,-0.00490
0.600,0.500,0.148,0.100,0.000,0.118,-0.023,0.49829,-0.00271
0.600,0.500,0.148,0.100,0.000,0.118,-0.018,0.49967,-0.00052
0.600,0.500,0.148,0.100,0.000,0.118,-0.013,0.50105,0.00166
0.600,0.500,0.148,0.100,0.000,0.118,-0.008,0.50243,0.00385
0.600,0.500,0.148,0.100,0.000,0.118,-0.003,0.50381,0.00603
0.600,0.500,0.148,0.100,0.000,0.118,0.003,0.50518,0.00822
0.600,0.500,0.148,0.100,0.000,0.118,0.008,0.50656,0.01040
0.600,0.500,0.148,0.100,0.000,0.118,0.013,0.50794,0.01259
0.600,0.500,0.148,0.100,0.000,0.118,0.018,0.50932,0.01477
0.600,0.500,0.148,0.100,0.000,0.118,0.023,0.51069,0.01696
0.600,0.500,0.148,0.100,0.000,0.118,0.028,0.51207,0.01914
0.600,0.500,0.148,0.100,0.000,0.118,0.033,0.51344,0.02133
0.600,0.500,0.148,0.100,0.000,0.118,0.038,0.51482,0.02351
0.600,0.500,0.148,0.100,0.000,0.118,0.044,0.51619,0.02570
0.600,0.500,0.148,0.100,0.000,0.118,0.049,0.51757,0.02788
0.600,0.500,0.148,0.100,0.000,0.118,0.054,0.51894,0.03007
0.600,0.500,0.148,0.100,0.000,0.118,0.059,0.52031,0.03226
0.600,0.500,0.148,0.100,0.000,0.118,0.064,0.52168,0.03444
0.600,0.500,0.148,0.100,0.000,0.118,0.069,0.52305,0.03663
0.600,0.500,0.148,0.100,0.000,0.118,0.074,0.52442,0.03881
0.600,0.500,0.148,0.100,0.000,0.118,0.079,0.52578,0.04100
0.600,0.500,0.148,0.100,0.000,0.118,0.085,0.52715,0.04318
0.600,0.500,0.148,0.100,0.000,0.118,0.090,0.52851,0.04537
0.600,0.500,0.148,0.100,0.000,0.118,0.095,0.52988,0.04755
0.600,0.500,0.148,0.100,0.000,0.118,0.100,0.53124,0.04974
0.600,0.500,0.148,0.100,0.000,0.123,-0.100,0.47640,-0.03767
0.600,0.500,0.148,0.100,0.000,0.123,-0.095,0.47777,-0.03549
0.600,0.500,0.148,0.100,0.000,0.123,-0.090,0.47914,-0.03330
0.600,0.500,0.148,0.100,0.000,0.123,-0.085,0.48050,-0.03112
0.600,0.500,0.148,0.100,0.000,0.123,-0.079,0.48187,-0.02893
0.600,0.500,0.148,0.100,0.000,0.123,-0.074,0.48324,-0.02675
0.600,0.500,0.148,0.100,0.000,0.123,-0.069,0.48461,-0.02456
0.600,0.500,0.148,0.100,0.000,0.123,-0.064,0.48598,-0.02238
0.600,0.500,0.148,0.100,0.000,0.123,-0.059,0.48735,-0.02019
0.600,0.500,0.148,0.100,0.000,0.123,-0.054,0.48872,-0.01801
0.600,0.500,0.148,0.100,0.000,0.123,-0.049,0.49009,-0.01582
0.600,0.500,0.148,0.100,0.000,0.123,-0.044,0.49145,-0.01364
0.600,0.500,0.148,0.100,0.000,0.123,-0.038,0.49282,-0.01145
0.600,0.500,0.148,0.100,0.000,0.123,-0.033,0.49419,-0.00927
0.600,0.500,0.148,0.100,0.000,0.123,-0.028,0.49556,-0.00708
0.600,0.500,0.148,0.100,0.000,0.123,-0.023,0.49693,-0.00490
0.600,0.500,0.148,0.100,0.000,0.123,-0.018,0.49830,-0.00271
0.600,0.500,0.148,0.100,0.000,0.123,-0.013,0.49967,-0.00052
0.600,0.500,0.148,0.100,0.000,0.123,-0.008,0.50104,0.00166
0.600,0.500,0.148,0.100,0.000,0.123,-0.003,0.50241,0.00385
0.600,0.500,0.148,0.100,0.000,0.123,0.003,0.50378,0.00603
0.600,0.500,0.148,0.100,0.000,0.123,0.008,0.50514,0.00822
0.600,0.500,0.148,0.100,0.000,0.123,0.013,0.50651,0.01040
0.600,0.500,0.148,0.100,0.000,0.123,0.018,0.50788,0.01259
0.600,0.500,0.148,0.100,0.000,0.123,0.023,0.50924,0.01477
0.600,0.500,0.148,0.100,0.000,0.123,0.028,0.51061,0.01696
0.600,0.500,0.148,0.100,0.000,0.123,0.033,0.51197,0.01914
0.600,0.500,0.148,0.100,0.000,0.123,0.038,0.51334,0.02133
0.600,0.500,0.148,0.100,0.000,0.123,0.044,0.51470,0.02351
0.600,0.500,0.148,0.100,0.000,0.123,0.049,0.51607,0.02570
0.600,0.500,0.148,0.100,0.000,0.123,0.054,0.51743,0.02788
0.600,0.500,0.148,0.100,0.000,0.123,0.059,0.51879,0.03007
0.600,0.500,0.148,0.100,0.000,0.123,0.064,0.52015,0.03226
0.600,0.500,0.148,0.100,0.000,0.123,0.069,0.52151,0.03444
0.600,0.500,0.148,0.100,0.000,0.123,0.074,0.52286,0.03663
0.600,0.500,0.148,0.100,0.000,0.123,0.079,0.52422,0.03881
0.600,0.500,0.148,0.100,0.000,0.123,0.085,0.52558,0.04100
0.600,0.500,0.148,0.100,0.000,0.123,0.090,0.52693,0.04318
0.600,0.500,0.148,0.100,0.000,0.123,0.095,0.52829,0.04537
0.600,0.500,0.148,0.100,0.000,0.123,0.100,0.52964,0.04755
0.600,0.500,0.148,0.100,0.000,0.128,-0.100,0.47522,-0.03986
0.600,0.500,0.148,0.100,0.000,0.128,-0.095,0.47658,-0.03767
0.600,0.500,0.148,0.100,0.000,0.128,-0.090,0.47793,-0.03549
0.600,0.500,0.148,0.100,0.000,0.128,-0.085,0.47929,-0.03330
0.600,0.500,0.148,0.100,0.000,0.128,-0.079,0.48065,-0.03112
0.600,0.500,0.148,0.100,0.000,0.128,-0.074,0.48201,-0.02893
0.600,0.500,0.148,0.100,0.000,0.128,-0.069,0.48336,-0.02675
0.600,0.500,0.148,0.100,0.000,0.128,-0.064,0.48472,-0.02456
0.600,0.500,0.148,0.100,0.000,0.128,-0.059,0.48608,-0.02238
0.600,0.500,0.148,0.100,0.000,0.128,-0.054,0.48744,-0.02019
0.600,0.500,0.148,0.100,0.000,0.128,-0.049,0.48880,-0.01801
0.600,0.500,0.148,0.100,0.000,0.128,-0.044,0.49016,-0.01582
0.600,0.500,0.148,0.100,0.000,0.128,-0.038,0.49152,-0.01364
0.600,0.500,0.148,0.100,0.000,0.128,-0.033,0.49288,-0.01145
0.600,0.500,0.148,0.100,0.000,0.128,-0.028,0.49424,-0.00927
0.600,0.500,0.148,0.100,0.000,0.128,-0.023,0.49560,-0.00708
0.600,0.500,0.148,0.100,0.000,0.128,-0.018,0.49696,-0.00490
0.600,0.500,0.148,0.100,0.000,0.128,-0.013,0.49832,-0.00271
0.600,0.500,0.148,0.100,0.000,0.128,-0.008,0.49967,-0.00052
0.600,0.500,0.148,0.100,0.000,0.128,-0.003,0.50103,0.00166
0.600,0.500,0.148,0.100,0.000,0.128,0.003,0.50239,0.00385
0.600,0.500,0.148,0.100,0.000,0.128,0.008,0.50375,0.00603
0.600,0.500,0.148,0.100,0.000,0.128,0.013,0.50510,0.00822
0.600,0.500,0.148,0.100,0.000,0.128,0.018,0.50646,0.01040
0.600,0.500,0.148,0.100,0.000,0.128,0.023,0.50782,0.01259
0.600,0.500,0.148,0.100,0.000,0.128,0.028,0.50917,0.01477
0.600,0.500,0.148,0.100,0.000,0.128,0.033,0.51053,0.01696
0.600,0.500,0.148,0.100,0.000,0.128,0.038,0.51188,0.01914
0.600,0.500,0.148,0.100,0.000,0.128,0.044,0.51324,0.02133
0.600,0.500,0.148,0.100,0.000,0.128,0.049,0.51459,0.02351
0.600,0.500,0.148,0.100,0.000,0.128,0.054,0.51594,0.02570
0.600,0.500,0.148,0.100,0.000,0.128,0.059,0.51729,0.02788
0.600,0.500,0.148,0.100,0.000,0.128,0.064,0.51864,0.03007
0.600,0.500,0.148,0.100,0.000,0.128,0.069,0.51999,0.03226
0.600,0.500,0.148,0.100,0.000,0.128,0.074,0.52134,0.03444
0.600,0.500,0.148,0.100,0.000,0.128,0.079,0.52268,0.03663
0.600,0.500,0.148,0.100,0.000,0.128,0.085,0.52403,0.03881
0.600,0.500,0.148,0.100,0.000,0.128,0.090,0.52538,0.04100
0.600,0.500,0.148,0.100,0.000,0.128,0.095,0.52672,0.04318
0.600,0.500,0.148,0.100,0.000,0.128,0.100,0.52806,0.04537
0.600,0.500,0.148,0.100,0.000,0.133,-0.100,0.47405,-0.04205
0.600,0.500,0.148,0.100,0.000,0.133,-0.095,0.47540,-0.03986
0.600,0.500,0.148,0.100,0.000,0.133,-0.090,0.47675,-0.03767
0.600,0.500,0.148,0.100,0.000,0.133,-0.085,0.47809,-0.03549
0.600,0.500,0.148,0.100,0.000,0.133,-0.079,0.47944,-0.03330
0.600,0.500,0.148,0.100,0.000,0.133,-0.074,0.48079,-0.03112
0.600,0.500,0.148,0.100,0.000,0.133,-0.069,0.48214,-0.02893
0.600,0.500,0.148,0.100,0.000,0.133,-0.064,0.48349,-0.02675
0.600,0.500,0.148,0.100,0.000,0.133,-0.059,0.48484,-0.02456
0.600,0.500,0.148,0.100,0.000,0.133,-0.054,0.48618,-0.02238
0.600,0.500,0.148,0.100,0.000,0.133,-0.049,0.48753,-0.02019
0.600,0.500,0.148,0.100,0.000,0.133,-0.044,0.48888,-0.01801
0.600,0.500,0.148,0.100,0.000,0.133,-0.038,0.49023,-0.01582
0.600,0.500,0.148,0.100,0.000,0.133,-0.033,0.49158,-0.01364
0.600,0.500,0.148,0.100,0.000,0.133,-0.028,0.49293,-0.01145
0.600,0.500,0.148,0.100,0.000,0.133,-0.023,0.49428,-0.00927
0.600,0.500,0.148,0.100,0.000,0.133,-0.018,0.49563,-0.00708
0.600,0.500,0.148,0.100,0.000,0.133,-0.013,0.49698,-0.00490
0.600,0.500,0.148,0.100,0.000,0.133,-0.008,0.49833,-0.00271
0.600,0.500,0.148,0.100,0.000,0.133,-0.003,0.49968,-0.00052
0.600,0.500,0.148,0.100,0.000,0.133,0.003,0.50102,0.00166
0.600,0.500,0.148,0.100,0.000,0.133,0.008,0.50237,0.00385
0.600,0.500,0.148,0.100,0.000,0.133,0.013,0.50372,0.00603
0.600,0.500,0.148,0.100,0.000,0.133,0.018,0.50507,0.00822
0.600,0.500,0.148,0.100,0.000,0.133,0.023,0.50641,0.01040
0.600,0.500,0.148,0.100,0.000,0.133,0.028,0.50776,0.01259
0.600,0.500,0.148,0.100,0.000,0.133,0.033,0.50910,0.01477
0.600,0.500,0.148,0.100,0.000,0.133,0.038,0.51045,0.01696
0.600,0.500,0.148,0.100,0.000,0.133,0.044,0.51179,0.01914
0.600,0.500,0.148,0.100,0.000,0.133,0.049,0.51313,0.02133
0.600,0.500,0.148,0.100,0.000,0.133,0.054,0.51448,0.02351
0.600,0.500,0.148,0.100,0.000,0.133,0.059,0.51582,0.02570
0.600,0.500,0.148,0.100,0.000,0.133,0.064,0.51716,0.02788
0.600,0.500,0.148,0.100,0.000,0.133,0.069,0.51850,0.03007
0.600,0.500,0.148,0.100,0.000,0.133,0.074,0.51983,0.03226
0.600,0.500,0.148,0.100,0.000,0.133,0.079,0.52117,0.03444
0.600,0.500,0.148,0.100,0.000,0.133,0.085,0.52251,0.03663
0.600,0.500,0.148,0.100,0.000,0.133,0.090,0.52384,0.03881
0.600,0.500,0.148,0.100,0.000,0.133,0.095,0.52518,0.04100
0.600,0.500,0.148,0.100,0.000,0.133,0.100,0.52651,0.04318
0.600,0.500,0.148,0.100,0.000,0.138,-0.100,0.47290,-0.04423
0.600,0.500,0.148,0.100,0.000,0.138,-0.095,0.47424,-0.04205
0.600,0.500,0.148,0.100,0.000,0.138,-0.090,0.47558,-0.03986
0.600,0.500,0.148,0.100,0.000,0.138,-0.085,0.47691,-0.03767
0.600,0.500,0.148,0.100,0.000,0.138,-0.079,0.47825,-0.03549
0.600,0.500,0.148,0.100,0.000,0.138,-0.074,0.47959,-0.03330
0.600,0.500,0.148,0.100,0.000,0.138,-0.069,0.48093,-0.03112
0.600,0.500,0.148,0.100,0.000,0.138,-0.064,0.48227,-0.02893
0.600,0.500,0.148,0.100,0.000,0.138,-0.059,0.48361,-0.02675
0.600,0.500,0.148,0.100,0.000,0.138,-0.054,0.48495,-0.02456
0.600,0.500,0.148,0.100,0.000,0.138,-0.049,0.48629,-0.02238
0.600,0.500,0.148,0.100,0.000,0.138,-0.044,0.48763,-0.02019
0.600,0.500,0.148,0.100,0.000,0.138,-0.038,0.48897,-0.01801
0.600,0.500,0.148,0.100,0.000,0.138,-0.033,0.49031,-0.01582
0.600,0.500,0.148,0.100,0.000,0.138,-0.028,0.49164,-0.01364
0.600,0.500,0.148,0.100,0.000,0.138,-0.023,0.49298,-0.01145
0.600,0.500,0.148,0.100,0.000,0.138,-0.018,0.49432,-0.00927
0.600,0.500,0.148,0.100,0.000,0.138,-0.013,0.49566,-0.00708
0.600,0.500,0.148,0.100,0.000,0.138,-0.008,0.49700,-0.00490
0.600,0.500,0.148,0.100,0.000,0.138,-0.003,0.49834,-0.00271
0.600,0.500,0.148,0.100,0.000,0.138,0.003,0.49968,-0.00052
0.600,0.500,0.148,0.100,0.000,0.138,0.008,0.50102,0.00166
0.600,0.500,0.148,0.100,0.000,0.138,0.013,0.50235,0.00385
0.600,0.500,0.148,0.100,0.000,0.138,0.018,0.50369,0.00603
0.600,0.500,0.148,0.100,0.000,0.138,0.023,0.50503,0.00822
0.600,0.500,0.148,0.100,0.000,0.138,0.028,0.50636,0.01040
0.600,0.500,0.148,0.100,0.000,0.138,0.033,0.50770,0.01259
0.600,0.500,0.148,0.100,0.000,0.138,0.038,0.50903,0.01477
0.600,0.500,0.148,0.100,0.000,0.138,0.044,0.51037,0.01696
0.600,0.500,0.148,0.100,0.000,0.138,0.049,0.51170,0.01914
0.600,0.500,0.148,0.100,0.000,0.138,0.054,0.51303,0.02133
0.600,0.500,0.148,0.100,0.000,0.138,0.059,0.51436,0.02351
0.600,0.500,0.148,0.100,0.000,0.138,0.064,0.51570,0.02570
0.600,0.500,0.148,0.100,0.000,0.138,0.069,0.51702,0.02788
0.600,0.500,0.148,0.100,0.000,0.138,0.074,0.51835,0.03007
0.600,0.500,0.148,0.100,0.000,0.138,0.079,0.51968,0.03226
0.600,0.500,0.148,0.100,0.000,0.138,0.085,0.52101,0.03444
0.600,0.500,0.148,0.100,0.000,0.138,0.090,0.52233,0.03663
0.600,0.500,0.148,0.100,0.000,0.138,0.095,0.52366,0.03881
0.600,0.500,0.148,0.100,0.000,0.138,0.100,0.52498,0.04100
0.600,0.500,0.148,0.100,0.000,0.144,-0.100,0.47177,-0.04642
0.600,0.500,0.148,0.100,0.000,0.144,-0.095,0.47309,-0.04423
0.600,0.500,0.148,0.100,0.000,0.144,-0.090,0.47442,-0.04205
0.600,0.500,0.148,0.100,0.000,0.144,-0.085,0.47575,-0.03986
0.600,0.500,0.148,0.100,0.000,0.144,-0.079,0.47708,-0.03767
0.600,0.500,0.148,0.100,0.000,0.144,-0.074,0.47841,-0.03549
0.600,0.500,0.148,0.100,0.000,0.144,-0.069,0.47974,-0.03330
0.600,0.500,0.148,0.100,0.000,0.144,-0.064,0.48107,-0.03112
0.600,0.500,0.148,0.100,0.000,0.144,-0.059,0.48240,-0.02893
0.600,0.500,0.148,0.100,0.000,0.144,-0.054,0.48373,-0.02675
0.600,0.500,0.148,0.100,0.000,0.144,-0.049,0.48506,-0.02456
0.600,0.500,0.148,0.100,0.000,0.144,-0.044,0.48639,-0.02238
0.600,0.500,0.148,0.100,0.000,0.144,-0.038,0.48772,-0.02019
0.600,0.500,0.148,0.100,0.000,0.144,-0.033,0.48905,-0.01801
0.600,0.500,0.148,0.100,0.000,0.144,-0.028,0.49038,-0.01582
0.600,0.500,0.148,0.100,0.000,0.144,-0.023,0.49171,-0.01364
0.600,0.500,0.148,0.100,0.000,0.144,-0.018,0.49304,-0.01145
0.600,0.500,0.148,0.100,0.000,0.144,-0.013,0.49437,-0.00927
0.600,0.500,0.148,0.100,0.000,0.144,-0.008,0.49570,-0.00708
0.600,0.500,0.148,0.100,0.000,0.144,-0.003,0.49702,-0.00490
0.600,0.500,0.148,0.100,0.000,0.144,0.003,0.49835,-0.00271
0.600,0.500,0.148,0.100,0.000,0.144,0.008,0.49968,-0.00052
0.600,0.500,0.148,0.100,0.000,0.144,0.013,0.50101,0.00166
0.600,0.500,0.148,0.100,0.000,0.144,0.018,0.50234,0.00385
0.600,0.500,0.148,0.100,0.000,0.144,0.023,0.50366,0.00603
0.600,0.500,0.148,0.100,0.000,0.144,0.028,0.50499,0.00822
0.600,0.500,0.148,0.100,0.000,0.144,0.033,0.50632,0.01040
0.600,0.500,0.148,0.100,0.000,0.144,0.038,0.50764,0.01259
0.600,0.500,0.148,0.100,0.000,0.144,0.044,0.50897,0.01477
0.600,0.500,0.148,0.100,0.000,0.144,0.049,0.51029,0.01696
0.600,0.500,0.148,0.100,0.000,0.144,0.054,0.51161,0.01914
0.600,0.500,0.148,0.100,0.000,0.144,0.059,0.51293,0.02133
0.600,0.500,0.148,0.100,0.000,0.144,0.064,0.51426,0.02351
0.600,0.500,0.148,0.100,0.000,0.144,0.069,0.51558,0.02570
0.600,0.500,0.148,0.100,0.000,0.144,0.074,0.51690,0.02788
0.600,0.500,0.148,0.100,0.000,0.144,0.079,0.51821,0.03007
0.600,0.500,0.148,0.100,0.000,0.144,0.085,0.51953,0.03226
0.600,0.500,0.148,0.100,0.000,0.144,0.090,0.52085,0.03444
0.600,0.500,0.148,0.100,0.000,0.144,0.095,0.52216,0.03663
0.600,0.500,0.148,0.100,0.000,0.144,0.100,0.52348,0.03881
0.600,0.500,0.148,0.100,0.000,0.149,-0.100,0.47065,-0.04860
0.600,0.500,0.148,0.100,0.000,0.149,-0.095,0.47197,-0.04642
0.600,0.500,0.148,0.100,0.000,0.149,-0.090,0.47329,-0.04423
0.600,0.500,0.148,0.100,0.000,0.149,-0.085,0.47460,-0.04205
0.600,0.500,0.148,0.100,0.000,0.149,-0.079,0.47592,-0.03986
0.600,0.500,0.148,0.100,0.000,0.149,-0.074,0.47724,-0.03767
0.600,0.500,0.148,0.100,0.000,0.149,-0.069,0.47856,-0.03549
0.600,0.500,0.148,0.100,0.000,0.149,-0.064,0.47988,-0.03330
0.600,0.500,0.148,0.100,0.000,0.149,-0.059,0.48120,-0.03112
0.600,0.500,0.148,0.100,0.000,0.149,-0.054,0.48252,-0.02893
0.600,0.500,0.148,0.100,0.000,0.149,-0.049,0.48384,-0.02675
0.600,0.500,0.148,0.100,0.000,0.149,-0.044,0.48516,-0.02456
0.600,0.500,0.148,0.100,0.000,0.149,-0.038,0.48648,-0.02238
0.600,0.500,0.148,0.100,0.000,0.149,-0.033,0.48781,-0.02019
0.600,0.500,0.148,0.100,0.000,0.149,-0.028,0.48913,-0.01801
0.600,0.500,0.148,0.100,0.000,0.149,-0.023,0.49045,-0.01582
0.600,0.500,0.148,0.100,0.000,0.149,-0.018,0.49177,-0.01364
0.600,0.500,0.148,0.100,0.000,0.149,-0.013,0.49309,-0.01145
0.600,0.500,0.148,0.100,0.000,0.149,-0.008,0.49441,-0.00927
0.600,0.500,0.148,0.100,0.000,0.149,-0.003,0.49573,-0.00708
0.600,0.500,0.148,0.100,0.000,0.149,0.003,0.49705,-0.00490
0.600,0.500,0.148,0.100,0.000,0.149,0.008,0.49837,-0.00271
0.600,0.500,0.148,0.100,0.000,0.149,0.013,0.49968,-0.00052
0.600,0.500,0.148,0.100,0.000,0.149,0.018,0.50100,0.00166
