pi,s,R,A,D,C,B,Phat,WI
0.900,0.750,0.513,0.100,0.000,0.097,0.069,0.51317,0.06880
0.900,0.750,0.513,0.100,0.000,0.097,0.074,0.51340,0.07004
0.900,0.750,0.513,0.100,0.000,0.097,0.079,0.51362,0.07129
0.900,0.750,0.513,0.100,0.000,0.097,0.085,0.51385,0.07254
0.900,0.750,0.513,0.100,0.000,0.097,0.090,0.51407,0.07379
0.900,0.750,0.513,0.100,0.000,0.097,0.095,0.51430,0.07504
0.900,0.750,0.513,0.100,0.000,0.097,0.100,0.51452,0.07628
0.900,0.750,0.513,0.100,0.000,0.103,-0.100,0.50519,0.02636
0.900,0.750,0.513,0.100,0.000,0.103,-0.095,0.50543,0.02761
0.900,0.750,0.513,0.100,0.000,0.103,-0.090,0.50567,0.02885
0.900,0.750,0.513,0.100,0.000,0.103,-0.085,0.50591,0.03010
0.900,0.750,0.513,0.100,0.000,0.103,-0.079,0.50615,0.03135
0.900,0.750,0.513,0.100,0.000,0.103,-0.074,0.50639,0.03260
0.900,0.750,0.513,0.100,0.000,0.103,-0.069,0.50663,0.03385
0.900,0.750,0.513,0.100,0.000,0.103,-0.064,0.50687,0.03510
0.900,0.750,0.513,0.100,0.000,0.103,-0.059,0.50711,0.03634
0.900,0.750,0.513,0.100,0.000,0.103,-0.054,0.50734,0.03759
0.900,0.750,0.513,0.100,0.000,0.103,-0.049,0.50758,0.03884
0.900,0.750,0.513,0.100,0.000,0.103,-0.044,0.50782,0.04009
0.900,0.750,0.513,0.100,0.000,0.103,-0.038,0.50805,0.04134
0.900,0.750,0.513,0.100,0.000,0.103,-0.033,0.50829,0.04258
0.900,0.750,0.513,0.100,0.000,0.103,-0.028,0.50852,0.04383
0.900,0.750,0.513,0.100,0.000,0.103,-0.023,0.50876,0.04508
0.900,0.750,0.513,0.100,0.000,0.103,-0.018,0.50899,0.04633
0.900,0.750,0.513,0.100,0.000,0.103,-0.013,0.50923,0.04758
0.900,0.750,0.513,0.100,0.000,0.103,-0.008,0.50946,0.04882
0.900,0.750,0.513,0.100,0.000,0.103,-0.003,0.50969,0.05007
0.900,0.750,0.513,0.100,0.000,0.103,0.003,0.50993,0.05132
0.900,0.750,0.513,0.100,0.000,0.103,0.008,0.51016,0.05257
0.900,0.750,0.513,0.100,0.000,0.103,0.013,0.51039,0.05382
0.900,0.750,0.513,0.100,0.000,0.103,0.018,0.51062,0.05507
0.900,0.750,0.513,0.100,0.000,0.103,0.023,0.51085,0.05631
0.900,0.750,0.513,0.100,0.000,0.103,0.028,0.51108,0.05756
0.900,0.750,0.513,0.100,0.000,0.103,0.033,0.51131,0.05881
0.900,0.750,0.513,0.100,0.000,0.103,0.038,0.51154,0.06006
0.900,0.750,0.513,0.100,0.000,0.103,0.044,0.51177,0.06131
0.900,0.750,0.513,0.100,0.000,0.103,0.049,0.51200,0.06255
0.900,0.750,0.513,0.100,0.000,0.103,0.054,0.51223,0.06380
0.900,0.750,0.513,0.100,0.000,0.103,0.059,0.51246,0.06505
0.900,0.750,0.513,0.100,0.000,0.103,0.064,0.51269,0.06630
0.900,0.750,0.513,0.100,0.000,0.103,0.069,0.51291,0.06755
0.900,0.750,0.513,0.100,0.000,0.103,0.074,0.51314,0.06880
0.900,0.750,0.513,0.100,0.000,0.103,0.079,0.51337,0.07004
0.900,0.750,0.513,0.100,0.000,0.103,0.085,0.51359,0.07129
0.900,0.750,0.513,0.100,0.000,0.103,0.090,0.51382,0.07254
0.900,0.750,0.513,0.100,0.000,0.103,0.095,0.51404,0.07379
0.900,0.750,0.513,0.100,0.000,0.103,0.100,0.51427,0.07504
0.900,0.750,0.513,0.100,0.000,0.108,-0.100,0.50494,0.02511
0.900,0.750,0.513,0.100,0.000,0.108,-0.095,0.50518,0.02636
0.900,0.750,0.513,0.100,0.000,0.108,-0.090,0.50542,0.02761
0.900,0.750,0.513,0.100,0.000,0.108,-0.085,0.50566,0.02885
0.900,0.750,0.513,0.100,0.000,0.108,-0.079,0.50590,0.03010
0.900,0.750,0.513,0.100,0.000,0.108,-0.074,0.50614,0.03135
0.900,0.750,0.513,0.100,0.000,0.108,-0.069,0.50638,0.03260
0.900,0.750,0.513,0.100,0.000,0.108,-0.064,0.50661,0.03385
0.900,0.750,0.513,0.100,0.000,0.108,-0.059,0.50685,0.03510
0.900,0.750,0.513,0.100,0.000,0.108,-0.054,0.50709,0.03634
0.900,0.750,0.513,0.100,0.000,0.108,-0.049,0.50733,0.03759
0.900,0.750,0.513,0.100,0.000,0.108,-0.044,0.50756,0.03884
0.900,0.750,0.513,0.100,0.000,0.108,-0.038,0.50780,0.04009
0.900,0.750,0.513,0.100,0.000,0.108,-0.033,0.50803,0.04134
0.900,0.750,0.513,0.100,0.000,0.108,-0.028,0.50827,0.04258
0.900,0.750,0.513,0.100,0.000,0.108,-0.023,0.50850,0.04383
0.900,0.750,0.513,0.100,0.000,0.108,-0.018,0.50874,0.04508
0.900,0.750,0.513,0.100,0.000,0.108,-0.013,0.50897,0.04633
0.900,0.750,0.513,0.100,0.000,0.108,-0.008,0.50921,0.04758
0.900,0.750,0.513,0.100,0.000,0.108,-0.003,0.50944,0.04882
0.900,0.750,0.513,0.100,0.000,0.108,0.003,0.50967,0.05007
0.900,0.750,0.513,0.100,0.000,0.108,0.008,0.50990,0.05132
0.900,0.750,0.513,0.100,0.000,0.108,0.013,0.51014,0.05257
0.900,0.750,0.513,0.100,0.000,0.108,0.018,0.51037,0.05382
0.900,0.750,0.513,0.100,0.000,0.108,0.023,0.51060,0.05507
0.900,0.750,0.513,0.100,0.000,0.108,0.028,0.51083,0.05631
0.900,0.750,0.513,0.100,0.000,0.108,0.033,0.51106,0.05756
0.900,0.750,0.513,0.100,0.000,0.108,0.038,0.51129,0.05881
0.900,0.750,0.513,0.100,0.000,0.108,0.044,0.51152,0.06006
0.900,0.750,0.513,0.100,0.000,0.108,0.049,0.51175,0.06131
0.900,0.750,0.513,0.100,0.000,0.108,0.054,0.51197,0.06255
0.900,0.750,0.513,0.100,0.000,0.108,0.059,0.51220,0.06380
0.900,0.750,0.513,0.100,0.000,0.108,0.064,0.51243,0.06505
0.900,0.750,0.513,0.100,0.000,0.108,0.069,0.51266,0.06630
0.900,0.750,0.513,0.100,0.000,0.108,0.074,0.51288,0.06755
0.900,0.750,0.513,0.100,0.000,0.108,0.079,0.51311,0.06880
0.900,0.750,0.513,0.100,0.000,0.108,0.085,0.51334,0.07004
0.900,0.750,0.513,0.100,0.000,0.108,0.090,0.51356,0.07129
0.900,0.750,0.513,0.100,0.000,0.108,0.095,0.51379,0.07254
0.900,0.750,0.513,0.100,0.000,0.108,0.100,0.51401,0.07379
0.900,0.750,0.513,0.100,0.000,0.113,-0.100,0.50469,0.02386
0.900,0.750,0.513,0.100,0.000,0.113,-0.095,0.50493,0.02511
0.900,0.750,0.513,0.100,0.000,0.113,-0.090,0.50517,0.02636
0.900,0.750,0.513,0.100,0.000,0.113,-0.085,0.50541,0.02761
0.900,0.750,0.513,0.100,0.000,0.113,-0.079,0.50565,0.02885
0.900,0.750,0.513,0.100,0.000,0.113,-0.074,0.50589,0.03010
0.900,0.750,0.513,0.100,0.000,0.113,-0.069,0.50612,0.03135
0.900,0.750,0.513,0.100,0.000,0.113,-0.064,0.50636,0.03260
0.900,0.750,0.513,0.100,0.000,0.113,-0.059,0.50660,0.03385
0.900,0.750,0.513,0.100,0.000,0.113,-0.054,0.50684,0.03510
0.900,0.750,0.513,0.100,0.000,0.113,-0.049,0.50707,0.03634
0.900,0.750,0.513,0.100,0.000,0.113,-0.044,0.50731,0.03759
0.900,0.750,0.513,0.100,0.000,0.113,-0.038,0.50755,0.03884
0.900,0.750,0.513,0.100,0.000,0.113,-0.033,0.50778,0.04009
0.900,0.750,0.513,0.100,0.000,0.113,-0.028,0.50802,0.04134
0.900,0.750,0.513,0.100,0.000,0.113,-0.023,0.50825,0.04258
0.900,0.750,0.513,0.100,0.000,0.113,-0.018,0.50849,0.04383
0.900,0.750,0.513,0.100,0.000,0.113,-0.013,0.50872,0.04508
0.900,0.750,0.513,0.100,0.000,0.113,-0.008,0.50895,0.04633
0.900,0.750,0.513,0.100,0.000,0.113,-0.003,0.50919,0.04758
0.900,0.750,0.513,0.100,0.000,0.113,0.003,0.50942,0.04882
0.900,0.750,0.513,0.100,0.000,0.113,0.008,0.50965,0.05007
0.900,0.750,0.513,0.100,0.000,0.113,0.013,0.50988,0.05132
0.900,0.750,0.513,0.100,0.000,0.113,0.018,0.51011,0.05257
0.900,0.750,0.513,0.100,0.000,0.113,0.023,0.51034,0.05382
0.900,0.750,0.513,0.100,0.000,0.113,0.028,0.51057,0.05507
0.900,0.750,0.513,0.100,0.000,0.113,0.033,0.51080,0.05631
0.900,0.750,0.513,0.100,0.000,0.113,0.038,0.51103,0.05756
0.900,0.750,0.513,0.100,0.000,0.113,0.044,0.51126,0.05881
0.900,0.750,0.513,0.100,0.000,0.113,0.049,0.51149,0.06006
0.900,0.750,0.513,0.100,0.000,0.113,0.054,0.51172,0.06131
0.900,0.750,0.513,0.100,0.000,0.113,0.059,0.51195,0.06255
0.900,0.750,0.513,0.100,0.000,0.113,0.064,0.51218,0.06380
0.900,0.750,0.513,0.100,0.000,0.113,0.069,0.51240,0.06505
0.900,0.750,0.513,0.100,0.000,0.113,0.074,0.51263,0.06630
0.900,0.750,0.513,0.100,0.000,0.113,0.079,0.51286,0.06755
0.900,0.750,0.513,0.100,0.000,0.113,0.085,0.51308,0.06880
0.900,0.750,0.513,0.100,0.000,0.113,0.090,0.51331,0.07004
0.900,0.750,0.513,0.100,0.000,0.113,0.095,0.51353,0.07129
0.900,0.750,0.513,0.100,0.000,0.113,0.100,0.51376,0.07254
0.900,0.750,0.513,0.100,0.000,0.118,-0.100,0.50444,0.02261
0.900,0.750,0.513,0.100,0.000,0.118,-0.095,0.50468,0.02386
0.900,0.750,0.513,0.100,0.000,0.118,-0.090,0.50492,0.02511
0.900,0.750,0.513,0.100,0.000,0.118,-0.085,0.50516,0.02636
0.900,0.750,0.513,0.100,0.000,0.118,-0.079,0.50540,0.02761
0.900,0.750,0.513,0.100,0.000,0.118,-0.074,0.50563,0.02885
0.900,0.750,0.513,0.100,0.000,0.118,-0.069,0.50587,0.03010
0.900,0.750,0.513,0.100,0.000,0.118,-0.064,0.50611,0.03135
0.900,0.750,0.513,0.100,0.000,0.118,-0.059,0.50635,0.03260
0.900,0.750,0.513,0.100,0.000,0.118,-0.054,0.50659,0.03385
0.900,0.750,0.513,0.100,0.000,0.118,-0.049,0.50682,0.03510
0.900,0.750,0.513,0.100,0.000,0.118,-0.044,0.50706,0.03634
0.900,0.750,0.513,0.100,0.000,0.118,-0.038,0.50729,0.03759
0.900,0.750,0.513,0.100,0.000,0.118,-0.033,0.50753,0.03884
0.900,0.750,0.513,0.100,0.000,0.118,-0.028,0.50776,0.04009
0.900,0.750,0.513,0.100,0.000,0.118,-0.023,0.50800,0.04134
0.900,0.750,0.513,0.100,0.000,0.118,-0.018,0.50823,0.04258
0.900,0.750,0.513,0.100,0.000,0.118,-0.013,0.50847,0.04383
0.900,0.750,0.513,0.100,0.000,0.118,-0.008,0.50870,0.04508
0.900,0.750,0.513,0.100,0.000,0.118,-0.003,0.50893,0.04633
0.900,0.750,0.513,0.100,0.000,0.118,0.003,0.50917,0.04758
0.900,0.750,0.513,0.100,0.000,0.118,0.008,0.50940,0.04882
0.900,0.750,0.513,0.100,0.000,0.118,0.013,0.50963,0.05007
0.900,0.750,0.513,0.100,0.000,0.118,0.018,0.50986,0.05132
0.900,0.750,0.513,0.100,0.000,0.118,0.023,0.51009,0.05257
0.900,0.750,0.513,0.100,0.000,0.118,0.028,0.51032,0.05382
0.900,0.750,0.513,0.100,0.000,0.118,0.033,0.51055,0.05507
0.900,0.750,0.513,0.100,0.000,0.118,0.038,0.51078,0.05631
0.900,0.750,0.513,0.100,0.000,0.118,0.044,0.51101,0.05756
0.900,0.750,0.513,0.100,0.000,0.118,0.049,0.51124,0.05881
0.900,0.750,0.513,0.100,0.000,0.118,0.054,0.51147,0.06006
0.900,0.750,0.513,0.100,0.000,0.118,0.059,0.51170,0.06131
0.900,0.750,0.513,0.100,0.000,0.118,0.064,0.51192,0.06255
0.900,0.750,0.513,0.100,0.000,0.118,0.069,0.51215,0.06380
0.900,0.750,0.513,0.100,0.000,0.118,0.074,0.51238,0.06505
0.900,0.750,0.513,0.100,0.000,0.118,0.079,0.51260,0.06630
0.900,0.750,0.513,0.100,0.000,0.118,0.085,0.51283,0.06755
0.900,0.750,0.513,0.100,0.000,0.118,0.090,0.51305,0.06880
0.900,0.750,0.513,0.100,0.000,0.118,0.095,0.51328,0.07004
0.900,0.750,0.513,0.100,0.000,0.118,0.100,0.51350,0.07129
0.900,0.750,0.513,0.100,0.000,0.123,-0.100,0.50419,0.02137
0.900,0.750,0.513,0.100,0.000,0.123,-0.095,0.50443,0.02261
0.900,0.750,0.513,0.100,0.000,0.123,-0.090,0.50467,0.02386
0.900,0.750,0.513,0.100,0.000,0.123,-0.085,0.50491,0.02511
0.900,0.750,0.513,0.100,0.000,0.123,-0.079,0.50514,0.02636
0.900,0.750,0.513,0.100,0.000,0.123,-0.074,0.50538,0.02761
0.900,0.750,0.513,0.100,0.000,0.123,-0.069,0.50562,0.02885
0.900,0.750,0.513,0.100,0.000,0.123,-0.064,0.50586,0.03010
0.900,0.750,0.513,0.100,0.000,0.123,-0.059,0.50610,0.03135
0.900,0.750,0.513,0.100,0.000,0.123,-0.054,0.50633,0.03260
0.900,0.750,0.513,0.100,0.000,0.123,-0.049,0.50657,0.03385
0.900,0.750,0.513,0.100,0.000,0.123,-0.044,0.50681,0.03510
0.900,0.750,0.513,0.100,0.000,0.123,-0.038,0.50704,0.03634
0.900,0.750,0.513,0.100,0.000,0.123,-0.033,0.50728,0.03759
0.900,0.750,0.513,0.100,0.000,0.123,-0.028,0.50751,0.03884
0.900,0.750,0.513,0.100,0.000,0.123,-0.023,0.50775,0.04009
0.900,0.750,0.513,0.100,0.000,0.123,-0.018,0.50798,0.04134
0.900,0.750,0.513,0.100,0.000,0.123,-0.013,0.50821,0.04258
0.900,0.750,0.513,0.100,0.000,0.123,-0.008,0.50845,0.04383
0.900,0.750,0.513,0.100,0.000,0.123,-0.003,0.50868,0.04508
0.900,0.750,0.513,0.100,0.000,0.123,0.003,0.50891,0.04633
0.900,0.750,0.513,0.100,0.000,0.123,0.008,0.50915,0.04758
0.900,0.750,0.513,0.100,0.000,0.123,0.013,0.50938,0.04882
0.900,0.750,0.513,0.100,0.000,0.123,0.018,0.50961,0.05007
0.900,0.750,0.513,0.100,0.000,0.123,0.023,0.50984,0.05132
0.900,0.750,0.513,0.100,0.000,0.123,0.028,0.51007,0.05257
0.900,0.750,0.513,0.100,0.000,0.123,0.033,0.51030,0.05382
0.900,0.750,0.513,0.100,0.000,0.123,0.038,0.51053,0.05507
0.900,0.750,0.513,0.100,0.000,0.123,0.044,0.51076,0.05631
0.900,0.750,0.513,0.100,0.000,0.123,0.049,0.51099,0.05756
0.900,0.750,0.513,0.100,0.000,0.123,0.054,0.51121,0.05881
0.900,0.750,0.513,0.100,0.000,0.123,0.059,0.51144,0.06006
0.900,0.750,0.513,0.100,0.000,0.123,0.064,0.51167,0.06131
0.900,0.750,0.513,0.100,0.000,0.123,0.069,0.51190,0.06255
0.900,0.750,0.513,0.100,0.000,0.123,0.074,0.51212,0.06380
0.900,0.750,0.513,0.100,0.000,0.123,0.079,0.51235,0.06505
0.900,0.750,0.513,0.100,0.000,0.123,0.085,0.51258,0.06630
0.900,0.750,0.513,0.100,0.000,0.123,0.090,0.51280,0.06755
0.900,0.750,0.513,0.100,0.000,0.123,0.095,0.51303,0.06880
0.900,0.750,0.513,0.100,0.000,0.123,0.100,0.51325,0.07004
0.900,0.750,0.513,0.100,0.000,0.128,-0.100,0.50394,0.02012
0.900,0.750,0.513,0.100,0.000,0.128,-0.095,0.50418,0.02137
0.900,0.750,0.513,0.100,0.000,0.128,-0.090,0.50442,0.02261
0.900,0.750,0.513,0.100,0.000,0.128,-0.085,0.50466,0.02386
0.900,0.750,0.513,0.100,0.000,0.128,-0.079,0.50489,0.02511
0.900,0.750,0.513,0.100,0.000,0.128,-0.074,0.50513,0.02636
0.900,0.750,0.513,0.100,0.000,0.128,-0.069,0.50537,0.02761
0.900,0.750,0.513,0.100,0.000,0.128,-0.064,0.50561,0.02885
0.900,0.750,0.513,0.100,0.000,0.128,-0.059,0.50585,0.03010
0.900,0.750,0.513,0.100,0.000,0.128,-0.054,0.50608,0.03135
0.900,0.750,0.513,0.100,0.000,0.128,-0.049,0.50632,0.03260
0.900,0.750,0.513,0.100,0.000,0.128,-0.044,0.50656,0.03385
0.900,0.750,0.513,0.100,0.000,0.128,-0.038,0.50679,0.03510
0.900,0.750,0.513,0.100,0.000,0.128,-0.033,0.50703,0.03634
0.900,0.750,0.513,0.100,0.000,0.128,-0.028,0.50726,0.03759
0.900,0.750,0.513,0.100,0.000,0.128,-0.023,0.50750,0.03884
0.900,0.750,0.513,0.100,0.000,0.128,-0.018,0.50773,0.04009
0.900,0.750,0.513,0.100,0.000,0.128,-0.013,0.50796,0.04134
0.900,0.750,0.513,0.100,0.000,0.128,-0.008,0.50820,0.04258
0.900,0.750,0.513,0.100,0.000,0.128,-0.003,0.50843,0.04383
0.900,0.750,0.513,0.100,0.000,0.128,0.003,0.50866,0.04508
0.900,0.750,0.513,0.100,0.000,0.128,0.008,0.50889,0.04633
0.900,0.750,0.513,0.100,0.000,0.128,0.013,0.50913,0.04758
0.900,0.750,0.513,0.100,0.000,0.128,0.018,0.50936,0.04882
0.900,0.750,0.513,0.100,0.000,0.128,0.023,0.50959,0.05007
0.900,0.750,0.513,0.100,0.000,0.128,0.028,0.50982,0.05132
0.900,0.750,0.513,0.100,0.000,0.128,0.033,0.51005,0.05257
0.900,0.750,0.513,0.100,0.000,0.128,0.038,0.51028,0.05382
0.900,0.750,0.513,0.100,0.000,0.128,0.044,0.51051,0.05507
0.900,0.750,0.513,0.100,0.000,0.128,0.049,0.51073,0.05631
0.900,0.750,0.513,0.100,0.000,0.128,0.054,0.51096,0.05756
0.900,0.750,0.513,0.100,0.000,0.128,0.059,0.51119,0.05881
0.900,0.750,0.513,0.100,0.000,0.128,0.064,0.51142,0.06006
0.900,0.750,0.513,0.100,0.000,0.128,0.069,0.51164,0.06131
0.900,0.750,0.513,0.100,0.000,0.128,0.074,0.51187,0.06255
0.900,0.750,0.513,0.100,0.000,0.128,0.079,0.51210,0.06380
0.900,0.750,0.513,0.100,0.000,0.128,0.085,0.51232,0.06505
0.900,0.750,0.513,0.100,0.000,0.128,0.090,0.51255,0.06630
0.900,0.750,0.513,0.100,0.000,0.128,0.095,0.51277,0.06755
0.900,0.750,0.513,0.100,0.000,0.128,0.100,0.51300,0.06880
0.900,0.750,0.513,0.100,0.000,0.133,-0.100,0.50369,0.01887
0.900,0.750,0.513,0.100,0.000,0.133,-0.095,0.50393,0.02012
0.900,0.750,0.513,0.100,0.000,0.133,-0.090,0.50417,0.02137
0.900,0.750,0.513,0.100,0.000,0.133,-0.085,0.50441,0.02261
0.900,0.750,0.513,0.100,0.000,0.133,-0.079,0.50464,0.02386
0.900,0.750,0.513,0.100,0.000,0.133,-0.074,0.50488,0.02511
0.900,0.750,0.513,0.100,0.000,0.133,-0.069,0.50512,0.02636
0.900,0.750,0.513,0.100,0.000,0.133,-0.064,0.50536,0.02761
0.900,0.750,0.513,0.100,0.000,0.133,-0.059,0.50560,0.02885
0.900,0.750,0.513,0.100,0.000,0.133,-0.054,0.50583,0.03010
0.900,0.750,0.513,0.100,0.000,0.133,-0.049,0.50607,0.03135
0.900,0.750,0.513,0.100,0.000,0.133,-0.044,0.50631,0.03260
0.900,0.750,0.513,0.100,0.000,0.133,-0.038,0.50654,0.03385
0.900,0.750,0.513,0.100,0.000,0.133,-0.033,0.50678,0.03510
0.900,0.750,0.513,0.100,0.000,0.133,-0.028,0.50701,0.03634
0.900,0.750,0.513,0.100,0.000,0.133,-0.023,0.50725,0.03759
0.900,0.750,0.513,0.100,0.000,0.133,-0.018,0.50748,0.03884
0.900,0.750,0.513,0.100,0.000,0.133,-0.013,0.50771,0.04009
0.900,0.750,0.513,0.100,0.000,0.133,-0.008,0.50795,0.04134
0.900,0.750,0.513,0.100,0.000,0.133,-0.003,0.50818,0.04258
0.900,0.750,0.513,0.100,0.000,0.133,0.003,0.50841,0.04383
0.900,0.750,0.513,0.100,0.000,0.133,0.008,0.50864,0.04508
0.900,0.750,0.513,0.100,0.000,0.133,0.013,0.50887,0.04633
0.900,0.750,0.513,0.100,0.000,0.133,0.018,0.50911,0.04758
0.900,0.750,0.513,0.100,0.000,0.133,0.023,0.50934,0.04882
0.900,0.750,0.513,0.100,0.000,0.133,0.028,0.50957,0.05007
0.900,0.750,0.513,0.100,0.000,0.133,0.033,0.50980,0.05132
0.900,0.750,0.513,0.100,0.000,0.133,0.038,0.51003,0.05257
0.900,0.750,0.513,0.100,0.000,0.133,0.044,0.51025,0.05382
0.900,0.750,0.513,0.100,0.000,0.133,0.049,0.51048,0.05507
0.900,0.750,0.513,0.100,0.000,0.133,0.054,0.51071,0.05631
0.900,0.750,0.513,0.100,0.000,0.133,0.059,0.51094,0.05756
0.900,0.750,0.513,0.100,0.000,0.133,0.064,0.51117,0.05881
0.900,0.750,0.513,0.100,0.000,0.133,0.069,0.51139,0.06006
0.900,0.750,0.513,0.100,0.000,0.133,0.074,0.51162,0.06131
0.900,0.750,0.513,0.100,0.000,0.133,0.079,0.51185,0.06255
0.900,0.750,0.513,0.100,0.000,0.133,0.085,0.51207,0.06380
0.900,0.750,0.513,0.100,0.000,0.133,0.090,0.51230,0.06505
0.900,0.750,0.513,0.100,0.000,0.133,0.095,0.51252,0.06630
0.900,0.750,0.513,0.100,0.000,0.133,0.100,0.51275,0.06755
0.900,0.750,0.513,0.100,0.000,0.138,-0.100,0.50344,0.01762
0.900,0.750,0.513,0.100,0.000,0.138,-0.095,0.50368,0.01887
0.900,0.750,0.513,0.100,0.000,0.138,-0.090,0.50392,0.02012
0.900,0.750,0.513,0.100,0.000,0.138,-0.085,0.50416,0.02137
0.900,0.750,0.513,0.100,0.000,0.138,-0.079,0.50440,0.02261
0.900,0.750,0.513,0.100,0.000,0.138,-0.074,0.50463,0.02386
0.900,0.750,0.513,0.100,0.000,0.138,-0.069,0.50487,0.02511
0.900,0.750,0.513,0.100,0.000,0.138,-0.064,0.50511,0.02636
0.900,0.750,0.513,0.100,0.000,0.138,-0.059,0.50535,0.02761
0.900,0.750,0.513,0.100,0.000,0.138,-0.054,0.50558,0.02885
0.900,0.750,0.513,0.100,0.000,0.138,-0.049,0.50582,0.03010
0.900,0.750,0.513,0.100,0.000,0.138,-0.044,0.50606,0.03135
0.900,0.750,0.513,0.100,0.000,0.138,-0.038,0.50629,0.03260
0.900,0.750,0.513,0.100,0.000,0.138,-0.033,0.50653,0.03385
0.900,0.750,0.513,0.100,0.000,0.138,-0.028,0.50676,0.03510
0.900,0.750,0.513,0.100,0.000,0.138,-0.023,0.50700,0.03634
0.900,0.750,0.513,0.100,0.000,0.138,-0.018,0.50723,0.03759
0.900,0.750,0.513,0.100,0.000,0.138,-0.013,0.50746,0.03884
0.900,0.750,0.513,0.100,0.000,0.138,-0.008,0.50770,0.04009
0.900,0.750,0.513,0.100,0.000,0.138,-0.003,0.50793,0.04134
0.900,0.750,0.513,0.100,0.000,0.138,0.003,0.50816,0.04258
0.900,0.750,0.513,0.100,0.000,0.138,0.008,0.50839,0.04383
0.900,0.750,0.513,0.100,0.000,0.138,0.013,0.50862,0.04508
0.900,0.750,0.513,0.100,0.000,0.138,0.018,0.50885,0.04633
0.900,0.750,0.513,0.100,0.000,0.138,0.023,0.50909,0.04758
0.900,0.750,0.513,0.100,0.000,0.138,0.028,0.50932,0.04882
0.900,0.750,0.513,0.100,0.000,0.138,0.033,0.50955,0.05007
0.900,0.750,0.513,0.100,0.000,0.138,0.038,0.50977,0.05132
0.900,0.750,0.513,0.100,0.000,0.138,0.044,0.51000,0.05257
0.900,0.750,0.513,0.100,0.000,0.138,0.049,0.51023,0.05382
0.900,0.750,0.513,0.100,0.000,0.138,0.054,0.51046,0.05507
0.900,0.750,0.513,0.100,0.000,0.138,0.059,0.51069,0.05631
0.900,0.750,0.513,0.100,0.000,0.138,0.064,0.51092,0.05756
0.900,0.750,0.513,0.100,0.000,0.138,0.069,0.51114,0.05881
0.900,0.750,0.513,0.100,0.000,0.138,0.074,0.51137,0.06006
0.900,0.750,0.513,0.100,0.000,0.138,0.079,0.51159,0.06131
0.900,0.750,0.513,0.100,0.000,0.138,0.085,0.51182,0.06255
0.900,0.750,0.513,0.100,0.000,0.138,0.090,0.51205,0.06380
0.900,0.750,0.513,0.100,0.000,0.138,0.095,0.51227,0.06505
0.900,0.750,0.513,0.100,0.000,0.138,0.100,0.51250,0.06630
0.900,0.750,0.513,0.100,0.000,0.144,-0.100,0.50319,0.01637
0.900,0.750,0.513,0.100,0.000,0.144,-0.095,0.50343,0.01762
0.900,0.750,0.513,0.100,0.000,0.144,-0.090,0.50367,0.01887
0.900,0.750,0.513,0.100,0.000,0.144,-0.085,0.50391,0.02012
0.900,0.750,0.513,0.100,0.000,0.144,-0.079,0.50415,0.02137
0.900,0.750,0.513,0.100,0.000,0.144,-0.074,0.50439,0.02261
0.900,0.750,0.513,0.100,0.000,0.144,-0.069,0.50462,0.02386
0.900,0.750,0.513,0.100,0.000,0.144,-0.064,0.50486,0.02511
0.900,0.750,0.513,0.100,0.000,0.144,-0.059,0.50510,0.02636
0.900,0.750,0.513,0.100,0.000,0.144,-0.054,0.50534,0.02761
0.900,0.750,0.513,0.100,0.000,0.144,-0.049,0.50557,0.02885
0.900,0.750,0.513,0.100,0.000,0.144,-0.044,0.50581,0.03010
0.900,0.750,0.513,0.100,0.000,0.144,-0.038,0.50604,0.03135
0.900,0.750,0.513,0.100,0.000,0.144,-0.033,0.50628,0.03260
0.900,0.750,0.513,0.100,0.000,0.144,-0.028,0.50651,0.03385
0.900,0.750,0.513,0.100,0.000,0.144,-0.023,0.50675,0.03510
0.900,0.750,0.513,0.100,0.000,0.144,-0.018,0.50698,0.03634
0.900,0.750,0.513,0.100,0.000,0.144,-0.013,0.50721,0.03759
0.900,0.750,0.513,0.100,0.000,0.144,-0.008,0.50745,0.03884
0.900,0.750,0.513,0.100,0.000,0.144,-0.003,0.50768,0.04009
0.900,0.750,0.513,0.100,0.000,0.144,0.003,0.50791,0.04134
0.900,0.750,0.513,0.100,0.000,0.144,0.008,0.50814,0.04258
0.900,0.750,0.513,0.100,0.000,0.144,0.013,0.50837,0.04383
0.900,0.750,0.513,0.100,0.000,0.144,0.018,0.50861,0.04508
0.900,0.750,0.513,0.100,0.000,0.144,0.023,0.50884,0.04633
0.900,0.750,0.513,0.100,0.000,0.144,0.028,0.50907,0.04758
0.900,0.750,0.513,0.100,0.000,0.144,0.033,0.50930,0.04882
0.900,0.750,0.513,0.100,0.000,0.144,0.038,0.50952,0.05007
0.900,0.750,0.513,0.100,0.000,0.144,0.044,0.50975,0.05132
0.900,0.750,0.513,0.100,0.000,0.144,0.049,0.50998,0.05257
0.900,0.750,0.513,0.100,0.000,0.144,0.054,0.51021,0.05382
0.900,0.750,0.513,0.100,0.000,0.144,0.059,0.51044,0.05507
0.900,0.750,0.513,0.100,0.000,0.144,0.064,0.51066,0.05631
0.900,0.750,0.513,0.100,0.000,0.144,0.069,0.51089,0.05756
0.900,0.750,0.513,0.100,0.000,0.144,0.074,0.51112,0.05881
0.900,0.750,0.513,0.100,0.000,0.144,0.079,0.51134,0.06006
